Tool, Runtime
RefactoringMiner 1.0, 66
RefactoringMiner 1.0, 272
RefactoringMiner 1.0, 15
RefactoringMiner 1.0, 39
RefactoringMiner 1.0, 141
RefactoringMiner 1.0, 119
RefactoringMiner 1.0, 43
RefactoringMiner 1.0, 45
RefactoringMiner 1.0, 105
RefactoringMiner 1.0, 27
RefactoringMiner 1.0, 390
RefactoringMiner 1.0, 37
RefactoringMiner 1.0, 14
RefactoringMiner 1.0, 834
RefactoringMiner 1.0, 594
RefactoringMiner 1.0, 50
RefactoringMiner 1.0, 53
RefactoringMiner 1.0, 15
RefactoringMiner 1.0, 4
RefactoringMiner 1.0, 13
RefactoringMiner 1.0, 46
RefactoringMiner 1.0, 885
RefactoringMiner 1.0, 10
RefactoringMiner 1.0, 11493
RefactoringMiner 1.0, 821
RefactoringMiner 1.0, 5235
RefactoringMiner 1.0, 291
RefactoringMiner 1.0, 4226
RefactoringMiner 1.0, 209
RefactoringMiner 1.0, 364
RefactoringMiner 1.0, 14719
RefactoringMiner 1.0, 53
RefactoringMiner 1.0, 1349
RefactoringMiner 1.0, 1008
RefactoringMiner 1.0, 233
RefactoringMiner 1.0, 1069
RefactoringMiner 1.0, 175
RefactoringMiner 1.0, 408
RefactoringMiner 1.0, 113
RefactoringMiner 1.0, 48
RefactoringMiner 1.0, 51
RefactoringMiner 1.0, 11
RefactoringMiner 1.0, 365
RefactoringMiner 1.0, 34
RefactoringMiner 1.0, 56
RefactoringMiner 1.0, 27
RefactoringMiner 1.0, 52
RefactoringMiner 1.0, 55
RefactoringMiner 1.0, 88
RefactoringMiner 1.0, 20
RefactoringMiner 1.0, 41
RefactoringMiner 1.0, 160
RefactoringMiner 1.0, 16522
RefactoringMiner 1.0, 42
RefactoringMiner 1.0, 88
RefactoringMiner 1.0, 167
RefactoringMiner 1.0, 67
RefactoringMiner 1.0, 6
RefactoringMiner 1.0, 56
RefactoringMiner 1.0, 711
RefactoringMiner 1.0, 362
RefactoringMiner 1.0, 102
RefactoringMiner 1.0, 86
RefactoringMiner 1.0, 43
RefactoringMiner 1.0, 184
RefactoringMiner 1.0, 10975
RefactoringMiner 1.0, 3558
RefactoringMiner 1.0, 1325
RefactoringMiner 1.0, 3
RefactoringMiner 1.0, 171
RefactoringMiner 1.0, 51
RefactoringMiner 1.0, 207
RefactoringMiner 1.0, 137
RefactoringMiner 1.0, 111
RefactoringMiner 1.0, 2110
RefactoringMiner 1.0, 16
RefactoringMiner 1.0, 563
RefactoringMiner 1.0, 398
RefactoringMiner 1.0, 64
RefactoringMiner 1.0, 212
RefactoringMiner 1.0, 56
RefactoringMiner 1.0, 92
RefactoringMiner 1.0, 2
RefactoringMiner 1.0, 1015
RefactoringMiner 1.0, 603
RefactoringMiner 1.0, 24730
RefactoringMiner 1.0, 27
RefactoringMiner 1.0, 60
RefactoringMiner 1.0, 356
RefactoringMiner 1.0, 357
RefactoringMiner 1.0, 167
RefactoringMiner 1.0, 44
RefactoringMiner 1.0, 318
RefactoringMiner 1.0, 11
RefactoringMiner 1.0, 21
RefactoringMiner 1.0, 2155
RefactoringMiner 1.0, 38
RefactoringMiner 1.0, 219
RefactoringMiner 1.0, 800
RefactoringMiner 1.0, 2636
RefactoringMiner 1.0, 951
RefactoringMiner 1.0, 9
RefactoringMiner 1.0, 5806
RefactoringMiner 1.0, 90
RefactoringMiner 1.0, 63
RefactoringMiner 1.0, 42
RefactoringMiner 1.0, 18561
RefactoringMiner 1.0, 3
RefactoringMiner 1.0, 1432
RefactoringMiner 1.0, 322
RefactoringMiner 1.0, 129
RefactoringMiner 1.0, 114
RefactoringMiner 1.0, 86
RefactoringMiner 1.0, 147
RefactoringMiner 1.0, 23450
RefactoringMiner 1.0, 222
RefactoringMiner 1.0, 250
RefactoringMiner 1.0, 30
RefactoringMiner 1.0, 4
RefactoringMiner 1.0, 62
RefactoringMiner 1.0, 50
RefactoringMiner 1.0, 50
RefactoringMiner 1.0, 87
RefactoringMiner 1.0, 391
RefactoringMiner 1.0, 7
RefactoringMiner 1.0, 30
RefactoringMiner 1.0, 130
RefactoringMiner 1.0, 19
RefactoringMiner 1.0, 147
RefactoringMiner 1.0, 310
RefactoringMiner 1.0, 8138
RefactoringMiner 1.0, 24
RefactoringMiner 1.0, 4828
RefactoringMiner 1.0, 122
RefactoringMiner 1.0, 7401
RefactoringMiner 1.0, 188
RefactoringMiner 1.0, 7
RefactoringMiner 1.0, 12
RefactoringMiner 1.0, 10
RefactoringMiner 1.0, 681
RefactoringMiner 1.0, 101
RefactoringMiner 1.0, 28
RefactoringMiner 1.0, 9352
RefactoringMiner 1.0, 428
RefactoringMiner 1.0, 115
RefactoringMiner 1.0, 3
RefactoringMiner 1.0, 612
RefactoringMiner 1.0, 63
RefactoringMiner 1.0, 1003
RefactoringMiner 1.0, 118
RefactoringMiner 1.0, 44
RefactoringMiner 1.0, 199
RefactoringMiner 1.0, 16
RefactoringMiner 1.0, 33
RefactoringMiner 1.0, 7
RefactoringMiner 1.0, 22
RefactoringMiner 1.0, 16
RefactoringMiner 1.0, 14
RefactoringMiner 1.0, 72
RefactoringMiner 1.0, 601
RefactoringMiner 1.0, 30
RefactoringMiner 1.0, 97
RefactoringMiner 1.0, 39
RefactoringMiner 1.0, 350
RefactoringMiner 1.0, 21
RefactoringMiner 1.0, 4422
RefactoringMiner 1.0, 260
RefactoringMiner 1.0, 40
RefactoringMiner 1.0, 49
RefactoringMiner 1.0, 174
RefactoringMiner 1.0, 2515
RefactoringMiner 1.0, 113
RefactoringMiner 1.0, 118
RefactoringMiner 1.0, 63
RefactoringMiner 1.0, 1384
RefactoringMiner 1.0, 544
RefactoringMiner 1.0, 358
RefactoringMiner 1.0, 556
RefactoringMiner 1.0, 4686
RefactoringMiner 1.0, 420
RefactoringMiner 1.0, 71
RefactoringMiner 1.0, 46
RefactoringMiner 1.0, 74
RefactoringMiner 1.0, 102
RefactoringMiner 1.0, 4
RefactoringMiner 1.0, 46
RefactoringMiner 1.0, 28
RefactoringMiner 1.0, 431
RefactoringMiner 1.0, 7451
RefactoringMiner 1.0, 253
RefactoringMiner 1.0, 898
RefactoringMiner 1.0, 87
RefactoringMiner 1.0, 751
RefactoringMiner 1.0, 18
RefactoringMiner 1.0, 19239
RefactoringMiner 1.0, 53
RefactoringMiner 1.0, 639
RefactoringMiner 1.0, 500
RefactoringMiner 1.0, 23
RefactoringMiner 1.0, 31
RefactoringMiner 1.0, 29
RefactoringMiner 1.0, 28
RefactoringMiner 1.0, 64
RefactoringMiner 1.0, 735
RefactoringMiner 1.0, 3223
RefactoringMiner 1.0, 34
RefactoringMiner 1.0, 331
RefactoringMiner 1.0, 110513
RefactoringMiner 1.0, 30
RefactoringMiner 1.0, 1454
RefactoringMiner 1.0, 1578
RefactoringMiner 1.0, 520
RefactoringMiner 1.0, 10621
RefactoringMiner 1.0, 255
RefactoringMiner 1.0, 4496
RefactoringMiner 1.0, 7771
RefactoringMiner 1.0, 8
RefactoringMiner 1.0, 477
RefactoringMiner 1.0, 423
RefactoringMiner 1.0, 406
RefactoringMiner 1.0, 119
RefactoringMiner 1.0, 64
RefactoringMiner 1.0, 32
RefactoringMiner 1.0, 404
RefactoringMiner 1.0, 413
RefactoringMiner 1.0, 58
RefactoringMiner 1.0, 188
RefactoringMiner 1.0, 49772
RefactoringMiner 1.0, 36
RefactoringMiner 1.0, 1221
RefactoringMiner 1.0, 74
RefactoringMiner 1.0, 618
RefactoringMiner 1.0, 307
RefactoringMiner 1.0, 32
RefactoringMiner 1.0, 92
RefactoringMiner 1.0, 132
RefactoringMiner 1.0, 175
RefactoringMiner 1.0, 54
RefactoringMiner 1.0, 1784
RefactoringMiner 1.0, 1649
RefactoringMiner 1.0, 1255
RefactoringMiner 1.0, 570
RefactoringMiner 1.0, 6886
RefactoringMiner 1.0, 39
RefactoringMiner 1.0, 51
RefactoringMiner 1.0, 45
RefactoringMiner 1.0, 15
RefactoringMiner 1.0, 264
RefactoringMiner 1.0, 81
RefactoringMiner 1.0, 78
RefactoringMiner 1.0, 70
RefactoringMiner 1.0, 149
RefactoringMiner 1.0, 2
RefactoringMiner 1.0, 24
RefactoringMiner 1.0, 43
RefactoringMiner 1.0, 175
RefactoringMiner 1.0, 23
RefactoringMiner 1.0, 239
RefactoringMiner 1.0, 735
RefactoringMiner 1.0, 52
RefactoringMiner 1.0, 3562
RefactoringMiner 1.0, 46
RefactoringMiner 1.0, 992
RefactoringMiner 1.0, 41
RefactoringMiner 1.0, 54
RefactoringMiner 1.0, 562
RefactoringMiner 1.0, 67
RefactoringMiner 1.0, 675
RefactoringMiner 1.0, 28
RefactoringMiner 1.0, 24
RefactoringMiner 1.0, 24
RefactoringMiner 1.0, 10
RefactoringMiner 1.0, 42
RefactoringMiner 1.0, 1789
RefactoringMiner 1.0, 848
RefactoringMiner 1.0, 19
RefactoringMiner 1.0, 32
RefactoringMiner 1.0, 91
RefactoringMiner 1.0, 27
RefactoringMiner 1.0, 65
RefactoringMiner 1.0, 336
RefactoringMiner 1.0, 122
RefactoringMiner 1.0, 114
RefactoringMiner 1.0, 3
RefactoringMiner 1.0, 133
RefactoringMiner 1.0, 27
RefactoringMiner 1.0, 303
RefactoringMiner 1.0, 14
RefactoringMiner 1.0, 26
RefactoringMiner 1.0, 219
RefactoringMiner 1.0, 92
RefactoringMiner 1.0, 88
RefactoringMiner 1.0, 66
RefactoringMiner 1.0, 119
RefactoringMiner 1.0, 9
RefactoringMiner 1.0, 51
RefactoringMiner 1.0, 45
RefactoringMiner 1.0, 92
RefactoringMiner 1.0, 2772
RefactoringMiner 1.0, 111
RefactoringMiner 1.0, 64
RefactoringMiner 1.0, 24
RefactoringMiner 1.0, 100
RefactoringMiner 1.0, 838
RefactoringMiner 1.0, 46
RefactoringMiner 1.0, 23
RefactoringMiner 1.0, 5321
RefactoringMiner 1.0, 768
RefactoringMiner 1.0, 15
RefactoringMiner 1.0, 7951
RefactoringMiner 1.0, 7894
RefactoringMiner 1.0, 6
RefactoringMiner 1.0, 969
RefactoringMiner 1.0, 180
RefactoringMiner 1.0, 340
RefactoringMiner 1.0, 4
RefactoringMiner 1.0, 331
RefactoringMiner 1.0, 25
RefactoringMiner 1.0, 8
RefactoringMiner 1.0, 139
RefactoringMiner 1.0, 54
RefactoringMiner 1.0, 24
RefactoringMiner 1.0, 24
RefactoringMiner 1.0, 25
RefactoringMiner 1.0, 4
RefactoringMiner 1.0, 3986
RefactoringMiner 1.0, 49
RefactoringMiner 1.0, 668
RefactoringMiner 1.0, 86
RefactoringMiner 1.0, 105
RefactoringMiner 1.0, 215
RefactoringMiner 1.0, 3088
RefactoringMiner 1.0, 85
RefactoringMiner 1.0, 121
RefactoringMiner 1.0, 16
RefactoringMiner 1.0, 3393
RefactoringMiner 1.0, 41
RefactoringMiner 1.0, 135
RefactoringMiner 1.0, 155
RefactoringMiner 1.0, 273
RefactoringMiner 1.0, 90
RefactoringMiner 1.0, 39
RefactoringMiner 1.0, 7430
RefactoringMiner 1.0, 385
RefactoringMiner 1.0, 9
RefactoringMiner 1.0, 80
RefactoringMiner 1.0, 69
RefactoringMiner 1.0, 169
RefactoringMiner 1.0, 339
RefactoringMiner 1.0, 222
RefactoringMiner 1.0, 106
RefactoringMiner 1.0, 285
RefactoringMiner 1.0, 183
RefactoringMiner 1.0, 508
RefactoringMiner 1.0, 64
RefactoringMiner 1.0, 152
RefactoringMiner 1.0, 133
RefactoringMiner 1.0, 80
RefactoringMiner 1.0, 308
RefactoringMiner 1.0, 1077
RefactoringMiner 1.0, 73
RefactoringMiner 1.0, 156
RefactoringMiner 1.0, 95
RefactoringMiner 1.0, 63
RefactoringMiner 1.0, 47
RefactoringMiner 1.0, 208
RefactoringMiner 1.0, 20
RefactoringMiner 1.0, 14
RefactoringMiner 1.0, 56
RefactoringMiner 1.0, 49
RefactoringMiner 1.0, 775
RefactoringMiner 1.0, 132
RefactoringMiner 1.0, 60
RefactoringMiner 1.0, 539
RefactoringMiner 1.0, 358
RefactoringMiner 1.0, 58
RefactoringMiner 1.0, 13829
RefactoringMiner 1.0, 1381
RefactoringMiner 1.0, 710
RefactoringMiner 1.0, 34
RefactoringMiner 1.0, 142
RefactoringMiner 1.0, 40
RefactoringMiner 1.0, 514
RefactoringMiner 1.0, 396
RefactoringMiner 1.0, 81
RefactoringMiner 1.0, 84
RefactoringMiner 1.0, 72
RefactoringMiner 1.0, 617
RefactoringMiner 1.0, 14
RefactoringMiner 1.0, 96
RefactoringMiner 1.0, 80
RefactoringMiner 1.0, 117
RefactoringMiner 1.0, 60
RefactoringMiner 1.0, 65
RefactoringMiner 1.0, 73
RefactoringMiner 1.0, 101
RefactoringMiner 1.0, 99
RefactoringMiner 1.0, 133
RefactoringMiner 1.0, 978
RefactoringMiner 1.0, 43
RefactoringMiner 1.0, 64
RefactoringMiner 1.0, 253
RefactoringMiner 1.0, 28
RefactoringMiner 1.0, 1402
RefactoringMiner 1.0, 85
RefactoringMiner 1.0, 84
RefactoringMiner 1.0, 96
RefactoringMiner 1.0, 27
RefactoringMiner 1.0, 33
RefactoringMiner 1.0, 107
RefactoringMiner 1.0, 144
RefactoringMiner 1.0, 42
RefactoringMiner 1.0, 27
RefactoringMiner 1.0, 4559
