Tool, Runtime
RefDiff 2.0, 395
RefDiff 2.0, 230
RefDiff 2.0, 150
RefDiff 2.0, 136
RefDiff 2.0, 121
RefDiff 2.0, 1534
RefDiff 2.0, 160
RefDiff 2.0, 430
RefDiff 2.0, 35
RefDiff 2.0, 190
RefDiff 2.0, 81
RefDiff 2.0, 320
RefDiff 2.0, 57
RefDiff 2.0, 188
RefDiff 2.0, 760
RefDiff 2.0, 48
RefDiff 2.0, 262
RefDiff 2.0, 139
RefDiff 2.0, 63
RefDiff 2.0, 220
RefDiff 2.0, 144
RefDiff 2.0, 117
RefDiff 2.0, 45
RefDiff 2.0, 58
RefDiff 2.0, 548
RefDiff 2.0, 215
RefDiff 2.0, 62
RefDiff 2.0, 81
RefDiff 2.0, 300
RefDiff 2.0, 179
RefDiff 2.0, 340
RefDiff 2.0, 67
RefDiff 2.0, 87
RefDiff 2.0, 42
RefDiff 2.0, 57
RefDiff 2.0, 114
RefDiff 2.0, 65
RefDiff 2.0, 70
RefDiff 2.0, 353
RefDiff 2.0, 118
RefDiff 2.0, 58
RefDiff 2.0, 49
RefDiff 2.0, 210
RefDiff 2.0, 108
RefDiff 2.0, 70
RefDiff 2.0, 61
RefDiff 2.0, 1087
RefDiff 2.0, 51
RefDiff 2.0, 1559
RefDiff 2.0, 90
RefDiff 2.0, 131
RefDiff 2.0, 121
RefDiff 2.0, 70
RefDiff 2.0, 190
RefDiff 2.0, 776
RefDiff 2.0, 133
RefDiff 2.0, 508
RefDiff 2.0, 57
RefDiff 2.0, 50
RefDiff 2.0, 96
RefDiff 2.0, 125
RefDiff 2.0, 103
RefDiff 2.0, 118
RefDiff 2.0, 724
RefDiff 2.0, 38
RefDiff 2.0, 42
RefDiff 2.0, 168
RefDiff 2.0, 71
RefDiff 2.0, 108
RefDiff 2.0, 3956
RefDiff 2.0, 549
RefDiff 2.0, 57
RefDiff 2.0, 1239
RefDiff 2.0, 145
RefDiff 2.0, 243
RefDiff 2.0, 282
RefDiff 2.0, 41
RefDiff 2.0, 48
RefDiff 2.0, 48
RefDiff 2.0, 2001
RefDiff 2.0, 58
RefDiff 2.0, 75
RefDiff 2.0, 1143
RefDiff 2.0, 514
RefDiff 2.0, 122
RefDiff 2.0, 35
RefDiff 2.0, 2058
RefDiff 2.0, 67
RefDiff 2.0, 760
RefDiff 2.0, 208
RefDiff 2.0, 164
RefDiff 2.0, 246
RefDiff 2.0, 49
RefDiff 2.0, 77
RefDiff 2.0, 43
RefDiff 2.0, 59
RefDiff 2.0, 37
RefDiff 2.0, 48
RefDiff 2.0, 169
RefDiff 2.0, 103
RefDiff 2.0, 102
RefDiff 2.0, 235
RefDiff 2.0, 72
RefDiff 2.0, 243
RefDiff 2.0, 55
RefDiff 2.0, 2177
RefDiff 2.0, 358
RefDiff 2.0, 94
RefDiff 2.0, 74
RefDiff 2.0, 172
RefDiff 2.0, 4679
RefDiff 2.0, 113
RefDiff 2.0, 164
RefDiff 2.0, 107
RefDiff 2.0, 1088
RefDiff 2.0, 501
RefDiff 2.0, 571
RefDiff 2.0, 260
RefDiff 2.0, 3177
RefDiff 2.0, 518
RefDiff 2.0, 133
RefDiff 2.0, 149
RefDiff 2.0, 131
RefDiff 2.0, 112
RefDiff 2.0, 41
RefDiff 2.0, 70
RefDiff 2.0, 57
RefDiff 2.0, 65
RefDiff 2.0, 545
RefDiff 2.0, 296
RefDiff 2.0, 368
RefDiff 2.0, 176
RefDiff 2.0, 822
RefDiff 2.0, 56
RefDiff 2.0, 266
RefDiff 2.0, 131
RefDiff 2.0, 68
RefDiff 2.0, 429
RefDiff 2.0, 57
RefDiff 2.0, 63
RefDiff 2.0, 73
RefDiff 2.0, 44
RefDiff 2.0, 79
RefDiff 2.0, 173
RefDiff 2.0, 340
RefDiff 2.0, 67
RefDiff 2.0, 290
RefDiff 2.0, 452
RefDiff 2.0, 36
RefDiff 2.0, 608
RefDiff 2.0, 634
RefDiff 2.0, 373
RefDiff 2.0, 230
RefDiff 2.0, 184
RefDiff 2.0, 1180
RefDiff 2.0, 1890
RefDiff 2.0, 50
RefDiff 2.0, 112
RefDiff 2.0, 244
RefDiff 2.0, 478
RefDiff 2.0, 249
RefDiff 2.0, 110
RefDiff 2.0, 73
RefDiff 2.0, 548
RefDiff 2.0, 313
RefDiff 2.0, 118
RefDiff 2.0, 219
RefDiff 2.0, 5663
RefDiff 2.0, 78
RefDiff 2.0, 78
RefDiff 2.0, 61
RefDiff 2.0, 103
RefDiff 2.0, 178
RefDiff 2.0, 37
RefDiff 2.0, 140
RefDiff 2.0, 238
RefDiff 2.0, 194
RefDiff 2.0, 73
RefDiff 2.0, 1002
RefDiff 2.0, 846
RefDiff 2.0, 482
RefDiff 2.0, 71
RefDiff 2.0, 1784
RefDiff 2.0, 80
RefDiff 2.0, 97
RefDiff 2.0, 54
RefDiff 2.0, 46
RefDiff 2.0, 254
RefDiff 2.0, 259
RefDiff 2.0, 94
RefDiff 2.0, 68
RefDiff 2.0, 278
RefDiff 2.0, 47
RefDiff 2.0, 74
RefDiff 2.0, 83
RefDiff 2.0, 188
RefDiff 2.0, 68
RefDiff 2.0, 147
RefDiff 2.0, 275
RefDiff 2.0, 78
RefDiff 2.0, 220
RefDiff 2.0, 87
RefDiff 2.0, 323
RefDiff 2.0, 98
RefDiff 2.0, 121
RefDiff 2.0, 150
RefDiff 2.0, 97
RefDiff 2.0, 1673
RefDiff 2.0, 100
RefDiff 2.0, 95
RefDiff 2.0, 39
RefDiff 2.0, 106
RefDiff 2.0, 94
RefDiff 2.0, 436
RefDiff 2.0, 447
RefDiff 2.0, 64
RefDiff 2.0, 64
RefDiff 2.0, 128
RefDiff 2.0, 59
RefDiff 2.0, 122
RefDiff 2.0, 255
RefDiff 2.0, 231
RefDiff 2.0, 190
RefDiff 2.0, 43
RefDiff 2.0, 160
RefDiff 2.0, 74
RefDiff 2.0, 331
RefDiff 2.0, 45
RefDiff 2.0, 108
RefDiff 2.0, 84
RefDiff 2.0, 176
RefDiff 2.0, 90
RefDiff 2.0, 76
RefDiff 2.0, 248
RefDiff 2.0, 39
RefDiff 2.0, 206
RefDiff 2.0, 61
RefDiff 2.0, 130
RefDiff 2.0, 236
RefDiff 2.0, 415
RefDiff 2.0, 75
RefDiff 2.0, 60
RefDiff 2.0, 97
RefDiff 2.0, 729
RefDiff 2.0, 128
RefDiff 2.0, 54
RefDiff 2.0, 717
RefDiff 2.0, 1105
RefDiff 2.0, 51
RefDiff 2.0, 59
RefDiff 2.0, 110
RefDiff 2.0, 50
RefDiff 2.0, 126
RefDiff 2.0, 76
RefDiff 2.0, 156
RefDiff 2.0, 36
RefDiff 2.0, 236
RefDiff 2.0, 91
RefDiff 2.0, 44
RefDiff 2.0, 508
RefDiff 2.0, 79
RefDiff 2.0, 52
RefDiff 2.0, 51
RefDiff 2.0, 75
RefDiff 2.0, 41
RefDiff 2.0, 98
RefDiff 2.0, 71
RefDiff 2.0, 403
RefDiff 2.0, 90
RefDiff 2.0, 141
RefDiff 2.0, 130
RefDiff 2.0, 153
RefDiff 2.0, 169
RefDiff 2.0, 152
RefDiff 2.0, 63
RefDiff 2.0, 146
RefDiff 2.0, 59
RefDiff 2.0, 225
RefDiff 2.0, 206
RefDiff 2.0, 128
RefDiff 2.0, 275
RefDiff 2.0, 55
RefDiff 2.0, 232
RefDiff 2.0, 217
RefDiff 2.0, 37
RefDiff 2.0, 125
RefDiff 2.0, 92
RefDiff 2.0, 53
RefDiff 2.0, 361
RefDiff 2.0, 299
RefDiff 2.0, 63
RefDiff 2.0, 304
RefDiff 2.0, 109
RefDiff 2.0, 297
RefDiff 2.0, 114
RefDiff 2.0, 141
RefDiff 2.0, 133
RefDiff 2.0, 119
RefDiff 2.0, 324
RefDiff 2.0, 2015
RefDiff 2.0, 130
RefDiff 2.0, 109
RefDiff 2.0, 110
RefDiff 2.0, 120
RefDiff 2.0, 44
RefDiff 2.0, 273
RefDiff 2.0, 54
RefDiff 2.0, 45
RefDiff 2.0, 144
RefDiff 2.0, 85
RefDiff 2.0, 115
RefDiff 2.0, 156
RefDiff 2.0, 75
RefDiff 2.0, 202
RefDiff 2.0, 187
RefDiff 2.0, 62
RefDiff 2.0, 110
RefDiff 2.0, 107
RefDiff 2.0, 307
RefDiff 2.0, 111
RefDiff 2.0, 285
RefDiff 2.0, 98
RefDiff 2.0, 466
RefDiff 2.0, 59
RefDiff 2.0, 105
RefDiff 2.0, 35
RefDiff 2.0, 120
RefDiff 2.0, 56
RefDiff 2.0, 44
RefDiff 2.0, 163
RefDiff 2.0, 108
RefDiff 2.0, 197
RefDiff 2.0, 76
RefDiff 2.0, 134
RefDiff 2.0, 59
RefDiff 2.0, 125
RefDiff 2.0, 150
RefDiff 2.0, 45
RefDiff 2.0, 52
RefDiff 2.0, 62
RefDiff 2.0, 76
RefDiff 2.0, 262
RefDiff 2.0, 45
RefDiff 2.0, 38
RefDiff 2.0, 76
RefDiff 2.0, 186
RefDiff 2.0, 80
RefDiff 2.0, 57
RefDiff 2.0, 48
RefDiff 2.0, 82
RefDiff 2.0, 158
RefDiff 2.0, 50
RefDiff 2.0, 62
RefDiff 2.0, 98
RefDiff 2.0, 69
RefDiff 2.0, 4354
RefDiff 2.0, 240
RefDiff 2.0, 92
RefDiff 2.0, 546
RefDiff 2.0, 606
RefDiff 2.0, 659
RefDiff 2.0, 451
RefDiff 2.0, 84
RefDiff 2.0, 173
RefDiff 2.0, 91
RefDiff 2.0, 61
RefDiff 2.0, 264
RefDiff 2.0, 250
RefDiff 2.0, 2209
RefDiff 2.0, 325
RefDiff 2.0, 1961
RefDiff 2.0, 206
RefDiff 2.0, 2001
RefDiff 2.0, 206
RefDiff 2.0, 442
RefDiff 2.0, 286
RefDiff 2.0, 75
RefDiff 2.0, 554
RefDiff 2.0, 81
RefDiff 2.0, 125
RefDiff 2.0, 223
RefDiff 2.0, 80
RefDiff 2.0, 107
RefDiff 2.0, 191
RefDiff 2.0, 187
RefDiff 2.0, 65
RefDiff 2.0, 52
RefDiff 2.0, 113
RefDiff 2.0, 317
RefDiff 2.0, 69
RefDiff 2.0, 166
RefDiff 2.0, 89
RefDiff 2.0, 529
RefDiff 2.0, 2001
RefDiff 2.0, 57
RefDiff 2.0, 80
RefDiff 2.0, 61
RefDiff 2.0, 118
RefDiff 2.0, 52
RefDiff 2.0, 134
RefDiff 2.0, 89
RefDiff 2.0, 95
RefDiff 2.0, 187
RefDiff 2.0, 364
RefDiff 2.0, 70
RefDiff 2.0, 94
RefDiff 2.0, 494
RefDiff 2.0, 58
RefDiff 2.0, 305
RefDiff 2.0, 441
RefDiff 2.0, 181
RefDiff 2.0, 77
RefDiff 2.0, 74
RefDiff 2.0, 160
RefDiff 2.0, 2147
RefDiff 2.0, 97
RefDiff 2.0, 132
RefDiff 2.0, 198
RefDiff 2.0, 4100
RefDiff 2.0, 352
RefDiff 2.0, 574
RefDiff 2.0, 212
RefDiff 2.0, 682
RefDiff 2.0, 98
RefDiff 2.0, 92
RefDiff 2.0, 122
RefDiff 2.0, 338
RefDiff 2.0, 116
RefDiff 2.0, 224
RefDiff 2.0, 62
RefDiff 2.0, 127
RefDiff 2.0, 262
RefDiff 2.0, 40
RefDiff 2.0, 94
RefDiff 2.0, 571
RefDiff 2.0, 1293
RefDiff 2.0, 136
RefDiff 2.0, 101
RefDiff 2.0, 44
RefDiff 2.0, 111
RefDiff 2.0, 183
RefDiff 2.0, 123
RefDiff 2.0, 145
RefDiff 2.0, 70
RefDiff 2.0, 81
RefDiff 2.0, 105
RefDiff 2.0, 324
RefDiff 2.0, 86
RefDiff 2.0, 723
RefDiff 2.0, 63
RefDiff 2.0, 75
RefDiff 2.0, 221
RefDiff 2.0, 96
RefDiff 2.0, 316
RefDiff 2.0, 894
RefDiff 2.0, 99
RefDiff 2.0, 117
RefDiff 2.0, 220
RefDiff 2.0, 121
RefDiff 2.0, 209
RefDiff 2.0, 86
RefDiff 2.0, 48
RefDiff 2.0, 77
RefDiff 2.0, 83
RefDiff 2.0, 533
RefDiff 2.0, 56
RefDiff 2.0, 255
RefDiff 2.0, 39
RefDiff 2.0, 46
RefDiff 2.0, 1541
RefDiff 2.0, 45
RefDiff 2.0, 37
RefDiff 2.0, 130
RefDiff 2.0, 66
RefDiff 2.0, 112
RefDiff 2.0, 434
RefDiff 2.0, 52
RefDiff 2.0, 79
RefDiff 2.0, 94
RefDiff 2.0, 282
RefDiff 2.0, 126
RefDiff 2.0, 104
RefDiff 2.0, 61
RefDiff 2.0, 51
RefDiff 2.0, 750
RefDiff 2.0, 71
RefDiff 2.0, 54
RefDiff 2.0, 79
RefDiff 2.0, 298
RefDiff 2.0, 78
RefDiff 2.0, 54
RefDiff 2.0, 51
RefDiff 2.0, 37
RefDiff 2.0, 50
RefDiff 2.0, 110
RefDiff 2.0, 459
RefDiff 2.0, 43
RefDiff 2.0, 2094
RefDiff 2.0, 2125
RefDiff 2.0, 394
RefDiff 2.0, 191
RefDiff 2.0, 342
RefDiff 2.0, 86
RefDiff 2.0, 304
RefDiff 2.0, 827
RefDiff 2.0, 84
RefDiff 2.0, 1637
RefDiff 2.0, 446
RefDiff 2.0, 227
RefDiff 2.0, 599
RefDiff 2.0, 415
RefDiff 2.0, 931
RefDiff 2.0, 173
RefDiff 2.0, 87
RefDiff 2.0, 546
RefDiff 2.0, 55
RefDiff 2.0, 111
RefDiff 2.0, 44
RefDiff 2.0, 208
RefDiff 2.0, 122
RefDiff 2.0, 114
RefDiff 2.0, 70
RefDiff 2.0, 93
RefDiff 2.0, 113
RefDiff 2.0, 129
RefDiff 2.0, 39
RefDiff 2.0, 58
RefDiff 2.0, 83
RefDiff 2.0, 1229
RefDiff 2.0, 77
RefDiff 2.0, 144
RefDiff 2.0, 142
RefDiff 2.0, 162
RefDiff 2.0, 46
RefDiff 2.0, 124
RefDiff 2.0, 480
RefDiff 2.0, 384
RefDiff 2.0, 234
RefDiff 2.0, 167
RefDiff 2.0, 133
RefDiff 2.0, 102
RefDiff 2.0, 1363
RefDiff 2.0, 173
RefDiff 2.0, 419
RefDiff 2.0, 38
RefDiff 2.0, 176
RefDiff 2.0, 73
RefDiff 2.0, 318
RefDiff 2.0, 50
RefDiff 2.0, 197
RefDiff 2.0, 707
RefDiff 2.0, 45
RefDiff 2.0, 235
RefDiff 2.0, 127
RefDiff 2.0, 68
RefDiff 2.0, 198
RefDiff 2.0, 146
RefDiff 2.0, 97
RefDiff 2.0, 36
RefDiff 2.0, 56
RefDiff 2.0, 597
RefDiff 2.0, 222
RefDiff 2.0, 61
RefDiff 2.0, 82
RefDiff 2.0, 327
RefDiff 2.0, 126
RefDiff 2.0, 331
RefDiff 2.0, 62
RefDiff 2.0, 83
RefDiff 2.0, 40
RefDiff 2.0, 57
RefDiff 2.0, 106
RefDiff 2.0, 66
RefDiff 2.0, 67
RefDiff 2.0, 359
RefDiff 2.0, 104
RefDiff 2.0, 57
RefDiff 2.0, 48
RefDiff 2.0, 205
RefDiff 2.0, 103
RefDiff 2.0, 67
RefDiff 2.0, 59
RefDiff 2.0, 943
RefDiff 2.0, 49
RefDiff 2.0, 1465
RefDiff 2.0, 84
RefDiff 2.0, 125
RefDiff 2.0, 125
RefDiff 2.0, 92
RefDiff 2.0, 184
RefDiff 2.0, 696
RefDiff 2.0, 123
RefDiff 2.0, 455
RefDiff 2.0, 57
RefDiff 2.0, 38
RefDiff 2.0, 97
RefDiff 2.0, 99
RefDiff 2.0, 89
RefDiff 2.0, 115
RefDiff 2.0, 700
RefDiff 2.0, 37
RefDiff 2.0, 40
RefDiff 2.0, 160
RefDiff 2.0, 68
RefDiff 2.0, 112
RefDiff 2.0, 3648
RefDiff 2.0, 523
RefDiff 2.0, 54
RefDiff 2.0, 1130
RefDiff 2.0, 135
RefDiff 2.0, 219
RefDiff 2.0, 265
RefDiff 2.0, 42
RefDiff 2.0, 52
RefDiff 2.0, 49
RefDiff 2.0, 1880
RefDiff 2.0, 65
RefDiff 2.0, 61
RefDiff 2.0, 1172
RefDiff 2.0, 538
RefDiff 2.0, 110
RefDiff 2.0, 35
RefDiff 2.0, 1904
RefDiff 2.0, 58
RefDiff 2.0, 680
RefDiff 2.0, 179
RefDiff 2.0, 142
RefDiff 2.0, 204
RefDiff 2.0, 40
RefDiff 2.0, 66
RefDiff 2.0, 35
RefDiff 2.0, 51
RefDiff 2.0, 36
RefDiff 2.0, 47
RefDiff 2.0, 152
RefDiff 2.0, 84
RefDiff 2.0, 106
RefDiff 2.0, 202
RefDiff 2.0, 66
RefDiff 2.0, 236
RefDiff 2.0, 50
RefDiff 2.0, 2161
RefDiff 2.0, 338
RefDiff 2.0, 83
RefDiff 2.0, 70
RefDiff 2.0, 164
RefDiff 2.0, 4355
RefDiff 2.0, 6101
RefDiff 2.0, 269
RefDiff 2.0, 421
RefDiff 2.0, 196
RefDiff 2.0, 1999
RefDiff 2.0, 861
RefDiff 2.0, 705
RefDiff 2.0, 410
RefDiff 2.0, 4009
RefDiff 2.0, 573
RefDiff 2.0, 159
RefDiff 2.0, 169
RefDiff 2.0, 165
RefDiff 2.0, 135
RefDiff 2.0, 57
RefDiff 2.0, 101
RefDiff 2.0, 74
RefDiff 2.0, 90
RefDiff 2.0, 679
RefDiff 2.0, 355
RefDiff 2.0, 365
RefDiff 2.0, 216
RefDiff 2.0, 1016
RefDiff 2.0, 98
RefDiff 2.0, 339
RefDiff 2.0, 143
RefDiff 2.0, 71
RefDiff 2.0, 445
RefDiff 2.0, 61
RefDiff 2.0, 73
RefDiff 2.0, 101
RefDiff 2.0, 52
RefDiff 2.0, 92
RefDiff 2.0, 205
RefDiff 2.0, 412
RefDiff 2.0, 84
RefDiff 2.0, 335
RefDiff 2.0, 677
RefDiff 2.0, 37
RefDiff 2.0, 793
RefDiff 2.0, 776
RefDiff 2.0, 441
RefDiff 2.0, 283
RefDiff 2.0, 237
RefDiff 2.0, 1385
RefDiff 2.0, 2056
RefDiff 2.0, 39
RefDiff 2.0, 108
RefDiff 2.0, 228
RefDiff 2.0, 426
RefDiff 2.0, 221
RefDiff 2.0, 97
RefDiff 2.0, 57
RefDiff 2.0, 524
RefDiff 2.0, 266
RefDiff 2.0, 95
RefDiff 2.0, 177
RefDiff 2.0, 5250
RefDiff 2.0, 54
RefDiff 2.0, 79
RefDiff 2.0, 52
RefDiff 2.0, 92
RefDiff 2.0, 157
RefDiff 2.0, 39
RefDiff 2.0, 122
RefDiff 2.0, 244
RefDiff 2.0, 193
RefDiff 2.0, 63
RefDiff 2.0, 916
RefDiff 2.0, 672
RefDiff 2.0, 396
RefDiff 2.0, 61
RefDiff 2.0, 1352
RefDiff 2.0, 45
RefDiff 2.0, 78
RefDiff 2.0, 54
RefDiff 2.0, 42
RefDiff 2.0, 364
RefDiff 2.0, 220
RefDiff 2.0, 71
RefDiff 2.0, 66
RefDiff 2.0, 262
RefDiff 2.0, 53
RefDiff 2.0, 100
RefDiff 2.0, 82
RefDiff 2.0, 152
RefDiff 2.0, 70
RefDiff 2.0, 179
RefDiff 2.0, 229
RefDiff 2.0, 55
RefDiff 2.0, 182
RefDiff 2.0, 113
RefDiff 2.0, 302
RefDiff 2.0, 86
RefDiff 2.0, 106
RefDiff 2.0, 131
RefDiff 2.0, 108
RefDiff 2.0, 1754
RefDiff 2.0, 76
RefDiff 2.0, 66
RefDiff 2.0, 31
RefDiff 2.0, 46
RefDiff 2.0, 80
RefDiff 2.0, 301
RefDiff 2.0, 302
RefDiff 2.0, 56
RefDiff 2.0, 52
RefDiff 2.0, 99
RefDiff 2.0, 44
RefDiff 2.0, 96
RefDiff 2.0, 231
RefDiff 2.0, 140
RefDiff 2.0, 152
RefDiff 2.0, 47
RefDiff 2.0, 111
RefDiff 2.0, 47
RefDiff 2.0, 240
RefDiff 2.0, 41
RefDiff 2.0, 79
RefDiff 2.0, 67
RefDiff 2.0, 138
RefDiff 2.0, 84
RefDiff 2.0, 65
RefDiff 2.0, 213
RefDiff 2.0, 36
RefDiff 2.0, 170
RefDiff 2.0, 55
RefDiff 2.0, 109
RefDiff 2.0, 222
RefDiff 2.0, 356
RefDiff 2.0, 73
RefDiff 2.0, 52
RefDiff 2.0, 84
RefDiff 2.0, 712
RefDiff 2.0, 97
RefDiff 2.0, 52
RefDiff 2.0, 702
RefDiff 2.0, 1091
RefDiff 2.0, 47
RefDiff 2.0, 66
RefDiff 2.0, 130
RefDiff 2.0, 47
RefDiff 2.0, 128
RefDiff 2.0, 57
RefDiff 2.0, 121
RefDiff 2.0, 32
RefDiff 2.0, 204
RefDiff 2.0, 90
RefDiff 2.0, 37
RefDiff 2.0, 444
RefDiff 2.0, 50
RefDiff 2.0, 48
RefDiff 2.0, 46
RefDiff 2.0, 69
RefDiff 2.0, 35
RefDiff 2.0, 88
RefDiff 2.0, 66
RefDiff 2.0, 343
RefDiff 2.0, 90
RefDiff 2.0, 133
RefDiff 2.0, 128
RefDiff 2.0, 99
RefDiff 2.0, 207
RefDiff 2.0, 170
RefDiff 2.0, 57
RefDiff 2.0, 133
RefDiff 2.0, 59
RefDiff 2.0, 211
RefDiff 2.0, 164
RefDiff 2.0, 117
RefDiff 2.0, 268
RefDiff 2.0, 53
RefDiff 2.0, 228
RefDiff 2.0, 222
RefDiff 2.0, 38
RefDiff 2.0, 107
RefDiff 2.0, 76
RefDiff 2.0, 49
RefDiff 2.0, 320
RefDiff 2.0, 283
RefDiff 2.0, 55
RefDiff 2.0, 266
RefDiff 2.0, 97
RefDiff 2.0, 241
RefDiff 2.0, 102
RefDiff 2.0, 122
RefDiff 2.0, 115
RefDiff 2.0, 93
RefDiff 2.0, 285
RefDiff 2.0, 1664
RefDiff 2.0, 134
RefDiff 2.0, 91
RefDiff 2.0, 104
RefDiff 2.0, 83
RefDiff 2.0, 40
RefDiff 2.0, 252
RefDiff 2.0, 48
RefDiff 2.0, 44
RefDiff 2.0, 119
RefDiff 2.0, 48
RefDiff 2.0, 73
RefDiff 2.0, 101
RefDiff 2.0, 59
RefDiff 2.0, 152
RefDiff 2.0, 127
RefDiff 2.0, 50
RefDiff 2.0, 89
RefDiff 2.0, 80
RefDiff 2.0, 187
RefDiff 2.0, 61
RefDiff 2.0, 205
RefDiff 2.0, 96
RefDiff 2.0, 373
RefDiff 2.0, 47
RefDiff 2.0, 90
RefDiff 2.0, 30
RefDiff 2.0, 108
RefDiff 2.0, 57
RefDiff 2.0, 40
RefDiff 2.0, 136
RefDiff 2.0, 89
RefDiff 2.0, 193
RefDiff 2.0, 74
RefDiff 2.0, 121
RefDiff 2.0, 45
RefDiff 2.0, 120
RefDiff 2.0, 146
RefDiff 2.0, 35
RefDiff 2.0, 47
RefDiff 2.0, 54
RefDiff 2.0, 66
RefDiff 2.0, 190
RefDiff 2.0, 36
RefDiff 2.0, 50
RefDiff 2.0, 83
RefDiff 2.0, 148
RefDiff 2.0, 68
RefDiff 2.0, 49
RefDiff 2.0, 46
RefDiff 2.0, 81
RefDiff 2.0, 142
RefDiff 2.0, 46
RefDiff 2.0, 62
RefDiff 2.0, 90
RefDiff 2.0, 59
RefDiff 2.0, 4836
RefDiff 2.0, 337
RefDiff 2.0, 113
RefDiff 2.0, 618
RefDiff 2.0, 501
RefDiff 2.0, 600
RefDiff 2.0, 412
RefDiff 2.0, 67
RefDiff 2.0, 164
RefDiff 2.0, 85
RefDiff 2.0, 73
RefDiff 2.0, 224
RefDiff 2.0, 231
RefDiff 2.0, 1709
RefDiff 2.0, 339
RefDiff 2.0, 1617
RefDiff 2.0, 211
RefDiff 2.0, 3442
RefDiff 2.0, 393
RefDiff 2.0, 544
RefDiff 2.0, 333
RefDiff 2.0, 78
RefDiff 2.0, 488
RefDiff 2.0, 80
RefDiff 2.0, 112
RefDiff 2.0, 234
RefDiff 2.0, 61
RefDiff 2.0, 100
RefDiff 2.0, 157
RefDiff 2.0, 205
RefDiff 2.0, 67
RefDiff 2.0, 37
RefDiff 2.0, 140
RefDiff 2.0, 369
RefDiff 2.0, 106
RefDiff 2.0, 728
RefDiff 2.0, 131
RefDiff 2.0, 719
RefDiff 2.0, 2354
RefDiff 2.0, 62
RefDiff 2.0, 115
RefDiff 2.0, 73
RefDiff 2.0, 99
RefDiff 2.0, 41
RefDiff 2.0, 118
RefDiff 2.0, 80
RefDiff 2.0, 84
RefDiff 2.0, 152
RefDiff 2.0, 298
RefDiff 2.0, 45
RefDiff 2.0, 74
RefDiff 2.0, 384
RefDiff 2.0, 39
RefDiff 2.0, 233
RefDiff 2.0, 392
RefDiff 2.0, 193
RefDiff 2.0, 74
RefDiff 2.0, 67
RefDiff 2.0, 131
RefDiff 2.0, 1832
RefDiff 2.0, 79
RefDiff 2.0, 120
RefDiff 2.0, 157
RefDiff 2.0, 3723
RefDiff 2.0, 347
RefDiff 2.0, 506
RefDiff 2.0, 156
RefDiff 2.0, 1039
RefDiff 2.0, 137
RefDiff 2.0, 111
RefDiff 2.0, 144
RefDiff 2.0, 328
RefDiff 2.0, 120
RefDiff 2.0, 212
RefDiff 2.0, 58
RefDiff 2.0, 113
RefDiff 2.0, 241
RefDiff 2.0, 33
RefDiff 2.0, 83
RefDiff 2.0, 439
RefDiff 2.0, 1167
RefDiff 2.0, 111
RefDiff 2.0, 102
RefDiff 2.0, 44
RefDiff 2.0, 111
RefDiff 2.0, 217
RefDiff 2.0, 128
RefDiff 2.0, 128
RefDiff 2.0, 72
RefDiff 2.0, 74
RefDiff 2.0, 92
RefDiff 2.0, 329
RefDiff 2.0, 80
RefDiff 2.0, 737
RefDiff 2.0, 54
RefDiff 2.0, 62
RefDiff 2.0, 204
RefDiff 2.0, 90
RefDiff 2.0, 601
RefDiff 2.0, 712
RefDiff 2.0, 83
RefDiff 2.0, 91
RefDiff 2.0, 193
RefDiff 2.0, 96
RefDiff 2.0, 182
RefDiff 2.0, 73
RefDiff 2.0, 50
RefDiff 2.0, 78
RefDiff 2.0, 64
RefDiff 2.0, 431
RefDiff 2.0, 53
RefDiff 2.0, 214
RefDiff 2.0, 36
RefDiff 2.0, 43
RefDiff 2.0, 1307
RefDiff 2.0, 40
RefDiff 2.0, 32
RefDiff 2.0, 116
RefDiff 2.0, 61
RefDiff 2.0, 100
RefDiff 2.0, 405
RefDiff 2.0, 51
RefDiff 2.0, 56
RefDiff 2.0, 63
RefDiff 2.0, 208
RefDiff 2.0, 92
RefDiff 2.0, 96
RefDiff 2.0, 50
RefDiff 2.0, 40
RefDiff 2.0, 589
RefDiff 2.0, 62
RefDiff 2.0, 42
RefDiff 2.0, 71
RefDiff 2.0, 209
RefDiff 2.0, 57
RefDiff 2.0, 49
RefDiff 2.0, 43
RefDiff 2.0, 32
RefDiff 2.0, 39
RefDiff 2.0, 94
RefDiff 2.0, 417
RefDiff 2.0, 39
RefDiff 2.0, 2073
RefDiff 2.0, 1924
RefDiff 2.0, 334
RefDiff 2.0, 159
RefDiff 2.0, 253
RefDiff 2.0, 66
RefDiff 2.0, 283
RefDiff 2.0, 731
RefDiff 2.0, 61
RefDiff 2.0, 1505
RefDiff 2.0, 432
RefDiff 2.0, 203
RefDiff 2.0, 558
RefDiff 2.0, 351
RefDiff 2.0, 691
RefDiff 2.0, 140
RefDiff 2.0, 89
RefDiff 2.0, 526
RefDiff 2.0, 48
RefDiff 2.0, 96
RefDiff 2.0, 41
RefDiff 2.0, 177
RefDiff 2.0, 102
RefDiff 2.0, 97
RefDiff 2.0, 65
RefDiff 2.0, 82
RefDiff 2.0, 140
RefDiff 2.0, 120
RefDiff 2.0, 37
RefDiff 2.0, 51
RefDiff 2.0, 77
RefDiff 2.0, 1058
RefDiff 2.0, 69
RefDiff 2.0, 127
RefDiff 2.0, 124
RefDiff 2.0, 128
RefDiff 2.0, 34
