Tool, Runtime
RefDiff 1.0, 1377
RefDiff 1.0, 5000
RefDiff 1.0, 896
RefDiff 1.0, 543
RefDiff 1.0, 180
RefDiff 1.0, 294
RefDiff 1.0, 2213
RefDiff 1.0, 1040
RefDiff 1.0, 823
RefDiff 1.0, 148
RefDiff 1.0, 198
RefDiff 1.0, 5527
RefDiff 1.0, 6931
RefDiff 1.0, 1746
RefDiff 1.0, 6323
RefDiff 1.0, 967
RefDiff 1.0, 893
RefDiff 1.0, 1090
RefDiff 1.0, 615
RefDiff 1.0, 3121
RefDiff 1.0, 3433
RefDiff 1.0, 1245
RefDiff 1.0, 553
RefDiff 1.0, 1048
RefDiff 1.0, 328
RefDiff 1.0, 797
RefDiff 1.0, 464
RefDiff 1.0, 231
RefDiff 1.0, 383
RefDiff 1.0, 498
RefDiff 1.0, 1755
RefDiff 1.0, 438
RefDiff 1.0, 1955
RefDiff 1.0, 1524
RefDiff 1.0, 880
RefDiff 1.0, 6166
RefDiff 1.0, 362
RefDiff 1.0, 122
RefDiff 1.0, 959
RefDiff 1.0, 180
RefDiff 1.0, 6021
RefDiff 1.0, 7796
RefDiff 1.0, 123
RefDiff 1.0, 874
RefDiff 1.0, 339
RefDiff 1.0, 2086
RefDiff 1.0, 2074
RefDiff 1.0, 992
RefDiff 1.0, 136
RefDiff 1.0, 93
RefDiff 1.0, 1871
RefDiff 1.0, 152
RefDiff 1.0, 558
RefDiff 1.0, 542
RefDiff 1.0, 2543
RefDiff 1.0, 426
RefDiff 1.0, 139
RefDiff 1.0, 209
RefDiff 1.0, 171
RefDiff 1.0, 347
RefDiff 1.0, 586
RefDiff 1.0, 1520
RefDiff 1.0, 775
RefDiff 1.0, 24997
RefDiff 1.0, 12421
RefDiff 1.0, 1278
RefDiff 1.0, 1449
RefDiff 1.0, 5946
RefDiff 1.0, 565
RefDiff 1.0, 1209
RefDiff 1.0, 14009
RefDiff 1.0, 262
RefDiff 1.0, 18457
RefDiff 1.0, 11675
RefDiff 1.0, 3381
RefDiff 1.0, 14840
RefDiff 1.0, 12847
RefDiff 1.0, 15682
RefDiff 1.0, 1298
RefDiff 1.0, 2097
RefDiff 1.0, 3540
RefDiff 1.0, 335
RefDiff 1.0, 461
RefDiff 1.0, 1535
RefDiff 1.0, 789
RefDiff 1.0, 1893
RefDiff 1.0, 1186
RefDiff 1.0, 412
RefDiff 1.0, 2549
RefDiff 1.0, 2644
RefDiff 1.0, 649
RefDiff 1.0, 1248
RefDiff 1.0, 469
RefDiff 1.0, 392
RefDiff 1.0, 2110
RefDiff 1.0, 474
RefDiff 1.0, 1112
RefDiff 1.0, 1093
RefDiff 1.0, 1058
RefDiff 1.0, 225
RefDiff 1.0, 5939
RefDiff 1.0, 5658
RefDiff 1.0, 11075
RefDiff 1.0, 1646
RefDiff 1.0, 1126
RefDiff 1.0, 13034
RefDiff 1.0, 363
RefDiff 1.0, 16484
RefDiff 1.0, 4484
RefDiff 1.0, 15131
RefDiff 1.0, 207
RefDiff 1.0, 1448
RefDiff 1.0, 592
RefDiff 1.0, 2782
RefDiff 1.0, 211
RefDiff 1.0, 985
RefDiff 1.0, 2415
RefDiff 1.0, 3198
RefDiff 1.0, 3187
RefDiff 1.0, 2288
RefDiff 1.0, 1745
RefDiff 1.0, 2283
RefDiff 1.0, 4167
RefDiff 1.0, 2742
RefDiff 1.0, 742
RefDiff 1.0, 929
RefDiff 1.0, 2444
RefDiff 1.0, 3261
RefDiff 1.0, 225
RefDiff 1.0, 777
RefDiff 1.0, 8955
RefDiff 1.0, 3674
RefDiff 1.0, 8612
RefDiff 1.0, 2233
RefDiff 1.0, 657
RefDiff 1.0, 133
RefDiff 1.0, 199
RefDiff 1.0, 963
RefDiff 1.0, 505
RefDiff 1.0, 5502
RefDiff 1.0, 1626
RefDiff 1.0, 7028
RefDiff 1.0, 269
RefDiff 1.0, 1649
RefDiff 1.0, 14255
RefDiff 1.0, 631
RefDiff 1.0, 467
RefDiff 1.0, 740
RefDiff 1.0, 2713
RefDiff 1.0, 868
RefDiff 1.0, 1886
RefDiff 1.0, 444
RefDiff 1.0, 519
RefDiff 1.0, 433
RefDiff 1.0, 146
RefDiff 1.0, 1504
RefDiff 1.0, 2958
RefDiff 1.0, 3828
RefDiff 1.0, 3879
RefDiff 1.0, 878
RefDiff 1.0, 46
RefDiff 1.0, 609
RefDiff 1.0, 318
RefDiff 1.0, 372
RefDiff 1.0, 463
RefDiff 1.0, 2498
RefDiff 1.0, 73
RefDiff 1.0, 1313
RefDiff 1.0, 1363
RefDiff 1.0, 120
RefDiff 1.0, 321
RefDiff 1.0, 3583
RefDiff 1.0, 4976
RefDiff 1.0, 1978
RefDiff 1.0, 17555
RefDiff 1.0, 8229
RefDiff 1.0, 5655
RefDiff 1.0, 5287
RefDiff 1.0, 141
RefDiff 1.0, 470
RefDiff 1.0, 304
RefDiff 1.0, 4208
RefDiff 1.0, 406
RefDiff 1.0, 16498
RefDiff 1.0, 17523
RefDiff 1.0, 11020
RefDiff 1.0, 68
RefDiff 1.0, 4512
RefDiff 1.0, 245
RefDiff 1.0, 3744
RefDiff 1.0, 1592
RefDiff 1.0, 374
RefDiff 1.0, 2070
RefDiff 1.0, 448
RefDiff 1.0, 455
RefDiff 1.0, 274
RefDiff 1.0, 213
RefDiff 1.0, 144
RefDiff 1.0, 514
RefDiff 1.0, 922
RefDiff 1.0, 242
RefDiff 1.0, 538
RefDiff 1.0, 1397
RefDiff 1.0, 2328
RefDiff 1.0, 5425
RefDiff 1.0, 380
RefDiff 1.0, 11892
RefDiff 1.0, 4024
RefDiff 1.0, 537
RefDiff 1.0, 917
RefDiff 1.0, 1920
RefDiff 1.0, 9455
RefDiff 1.0, 2421
RefDiff 1.0, 2203
RefDiff 1.0, 2166
RefDiff 1.0, 4314
RefDiff 1.0, 3119
RefDiff 1.0, 3640
RefDiff 1.0, 3222
RefDiff 1.0, 20507
RefDiff 1.0, 5687
RefDiff 1.0, 1864
RefDiff 1.0, 4550
RefDiff 1.0, 702
RefDiff 1.0, 911
RefDiff 1.0, 1014
RefDiff 1.0, 804
RefDiff 1.0, 314
RefDiff 1.0, 796
RefDiff 1.0, 8930
RefDiff 1.0, 6216
RefDiff 1.0, 6139
RefDiff 1.0, 2140
RefDiff 1.0, 9207
RefDiff 1.0, 2517
RefDiff 1.0, 2764
RefDiff 1.0, 7681
RefDiff 1.0, 411
RefDiff 1.0, 2837
RefDiff 1.0, 1986
RefDiff 1.0, 374
RefDiff 1.0, 774
RefDiff 1.0, 947
RefDiff 1.0, 411
RefDiff 1.0, 1639
RefDiff 1.0, 1981
RefDiff 1.0, 1239
RefDiff 1.0, 1474
RefDiff 1.0, 13314
RefDiff 1.0, 195
RefDiff 1.0, 13348
RefDiff 1.0, 13213
RefDiff 1.0, 1608
RefDiff 1.0, 5654
RefDiff 1.0, 11776
RefDiff 1.0, 12423
RefDiff 1.0, 15277
RefDiff 1.0, 710
RefDiff 1.0, 818
RefDiff 1.0, 1162
RefDiff 1.0, 2324
RefDiff 1.0, 1585
RefDiff 1.0, 4230
RefDiff 1.0, 2343
RefDiff 1.0, 14065
RefDiff 1.0, 6280
RefDiff 1.0, 2310
RefDiff 1.0, 474
RefDiff 1.0, 4678
RefDiff 1.0, 3490
RefDiff 1.0, 1145
RefDiff 1.0, 788
RefDiff 1.0, 5699
RefDiff 1.0, 8545
RefDiff 1.0, 561
RefDiff 1.0, 10212
RefDiff 1.0, 11663
RefDiff 1.0, 5756
RefDiff 1.0, 2462
RefDiff 1.0, 6433
RefDiff 1.0, 5305
RefDiff 1.0, 8303
RefDiff 1.0, 6990
RefDiff 1.0, 1553
RefDiff 1.0, 1098
RefDiff 1.0, 891
RefDiff 1.0, 537
RefDiff 1.0, 571
RefDiff 1.0, 1878
RefDiff 1.0, 2240
RefDiff 1.0, 445
RefDiff 1.0, 202
RefDiff 1.0, 863
RefDiff 1.0, 148
RefDiff 1.0, 382
RefDiff 1.0, 385
RefDiff 1.0, 2312
RefDiff 1.0, 138
RefDiff 1.0, 265
RefDiff 1.0, 578
RefDiff 1.0, 307
RefDiff 1.0, 618
RefDiff 1.0, 1020
RefDiff 1.0, 1284
RefDiff 1.0, 1295
RefDiff 1.0, 2785
RefDiff 1.0, 1569
RefDiff 1.0, 4343
RefDiff 1.0, 5960
RefDiff 1.0, 302
RefDiff 1.0, 2023
RefDiff 1.0, 1218
RefDiff 1.0, 843
RefDiff 1.0, 193
RefDiff 1.0, 2172
RefDiff 1.0, 1593
RefDiff 1.0, 971
RefDiff 1.0, 290
RefDiff 1.0, 2194
RefDiff 1.0, 176
RefDiff 1.0, 561
RefDiff 1.0, 632
RefDiff 1.0, 5735
RefDiff 1.0, 606
RefDiff 1.0, 44
RefDiff 1.0, 2978
RefDiff 1.0, 2702
RefDiff 1.0, 5607
RefDiff 1.0, 1787
RefDiff 1.0, 1229
RefDiff 1.0, 2263
RefDiff 1.0, 2498
RefDiff 1.0, 2037
RefDiff 1.0, 1976
RefDiff 1.0, 4178
RefDiff 1.0, 223
RefDiff 1.0, 18205
RefDiff 1.0, 1353
RefDiff 1.0, 1453
RefDiff 1.0, 17137
RefDiff 1.0, 11234
RefDiff 1.0, 1458
RefDiff 1.0, 2707
RefDiff 1.0, 2150
RefDiff 1.0, 2631
RefDiff 1.0, 1509
RefDiff 1.0, 1526
RefDiff 1.0, 4021
RefDiff 1.0, 2852
RefDiff 1.0, 555
RefDiff 1.0, 182
RefDiff 1.0, 534
RefDiff 1.0, 505
RefDiff 1.0, 4494
RefDiff 1.0, 3414
RefDiff 1.0, 4973
RefDiff 1.0, 2449
RefDiff 1.0, 2380
RefDiff 1.0, 115
RefDiff 1.0, 91
RefDiff 1.0, 5200
RefDiff 1.0, 2146
RefDiff 1.0, 221
RefDiff 1.0, 1500
RefDiff 1.0, 9723
RefDiff 1.0, 3993
RefDiff 1.0, 1140
RefDiff 1.0, 2049
RefDiff 1.0, 8409
RefDiff 1.0, 1236
RefDiff 1.0, 873
RefDiff 1.0, 3095
RefDiff 1.0, 2241
RefDiff 1.0, 1607
RefDiff 1.0, 2983
RefDiff 1.0, 321
RefDiff 1.0, 3031
RefDiff 1.0, 195
RefDiff 1.0, 8147
RefDiff 1.0, 10286
RefDiff 1.0, 2004
RefDiff 1.0, 16968
RefDiff 1.0, 217
RefDiff 1.0, 6675
RefDiff 1.0, 1769
RefDiff 1.0, 359
RefDiff 1.0, 1724
RefDiff 1.0, 613
RefDiff 1.0, 1618
RefDiff 1.0, 2865
RefDiff 1.0, 9410
RefDiff 1.0, 1426
RefDiff 1.0, 7299
RefDiff 1.0, 1499
RefDiff 1.0, 6169
RefDiff 1.0, 3683
RefDiff 1.0, 4058
RefDiff 1.0, 4700
RefDiff 1.0, 6170
RefDiff 1.0, 6810
RefDiff 1.0, 12989
RefDiff 1.0, 4312
RefDiff 1.0, 1021
RefDiff 1.0, 509
RefDiff 1.0, 1793
RefDiff 1.0, 440
RefDiff 1.0, 2428
RefDiff 1.0, 272
RefDiff 1.0, 566
RefDiff 1.0, 1006
RefDiff 1.0, 565
RefDiff 1.0, 226
RefDiff 1.0, 745
RefDiff 1.0, 206
RefDiff 1.0, 651
RefDiff 1.0, 483
RefDiff 1.0, 815
RefDiff 1.0, 799
RefDiff 1.0, 5393
RefDiff 1.0, 6935
RefDiff 1.0, 1830
RefDiff 1.0, 4901
RefDiff 1.0, 3113
RefDiff 1.0, 8900
RefDiff 1.0, 786
RefDiff 1.0, 508
RefDiff 1.0, 1445
RefDiff 1.0, 340
RefDiff 1.0, 4856
RefDiff 1.0, 1919
RefDiff 1.0, 2175
RefDiff 1.0, 855
RefDiff 1.0, 2083
RefDiff 1.0, 592
RefDiff 1.0, 1022
RefDiff 1.0, 1028
RefDiff 1.0, 2255
RefDiff 1.0, 501
RefDiff 1.0, 1561
RefDiff 1.0, 548
RefDiff 1.0, 1198
RefDiff 1.0, 1709
RefDiff 1.0, 1333
RefDiff 1.0, 94
RefDiff 1.0, 1016
RefDiff 1.0, 81
RefDiff 1.0, 68
RefDiff 1.0, 604
RefDiff 1.0, 1834
RefDiff 1.0, 2528
RefDiff 1.0, 777
RefDiff 1.0, 828
RefDiff 1.0, 2437
RefDiff 1.0, 1037
RefDiff 1.0, 926
RefDiff 1.0, 289
RefDiff 1.0, 1226
